marital_status,application_mode,application_order,course,time,previous_qualification,nationality,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,output
single,International student (bachelor),1,6,daytime,10th year of schooling,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,20,0,16.2,0.3,-0.92,Enrolled
single,1st phase - general contingent,1,15,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
single,International student (bachelor),1,10,daytime,10th year of schooling,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,2,6,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",,1,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,5,12,daytime,Secondary education,Portuguese,Technical-professional course,Higher Education - Degree,Armed Forces Professions,Intermediate Level Technicians and Professions,1,0,0,1,0,0,20,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,1,17,evening,Secondary education,Portuguese,,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Unskilled Workers,0,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
single,International student (bachelor),1,6,daytime,10th year of schooling,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,0,20,0,12.7,3.7,-1.7,Enrolled
single,1st phase - general contingent,3,10,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,Installation and Machine Operators and Assembly Workers,,1,0,1,1,0,0,19,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,1,15,daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Degree,,,0,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,1,6,daytime,Secondary education,Portuguese,,,Armed Forces Professions,,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
single,,1,12,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Armed Forces Professions,Unskilled Workers,1,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,6,12,daytime,Secondary education,Portuguese,11th Year of Schooling - Not Completed,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Armed Forces Professions,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Dropout
single,,1,4,daytime,Other - 11th year of schooling,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,"Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,1,0,43,0,16.2,0.3,-0.92,Enrolled
married,,1,5,daytime,Secondary education,Portuguese,Technical-professional course,,"Legislative Power and Executive Bodies, Directors, Executive Managers","Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,1,0,47,0,9.4,-0.8,-3.12,Dropout
single,,1,9,daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,,,,1,0,0,0,1,0,23,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,1,10,daytime,Secondary education,English,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,1,1,0,1,19,1,8.9,1.4,3.51,Graduate
single,,1,12,daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,0,1,0,0,20,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,1,2,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,0,1,19,0,8.9,1.4,3.51,Graduate
single,,1,6,daytime,Secondary education,Spanish,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,19,1,15.5,2.8,-4.06,Graduate
single,International student (bachelor),1,6,daytime,10th year of schooling,Portuguese,,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,Graduate
single,,1,3,evening,Other - 11th year of schooling,Portuguese,,10th Year of Schooling,,,0,0,1,1,0,1,39,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,1,5,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
single,,1,5,daytime,Secondary education,Portuguese,,10th Year of Schooling,Armed Forces Professions,Administrative staff,1,0,0,1,0,0,21,0,7.6,2.6,0.32,Graduate
single,,5,10,daytime,Secondary education,,Technical-professional course,10th Year of Schooling,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,1,0,0,0,22,1,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,2,15,daytime,Secondary education,Portuguese,,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",1,0,0,1,0,0,19,0,7.6,2.6,0.32,Dropout
single,,1,14,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,,,1,0,0,1,0,0,22,0,13.9,-0.3,0.79,Graduate
single,,2,16,daytime,Secondary education,Portuguese,,10th Year of Schooling,Administrative staff,Administrative staff,1,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,1,2,daytime,Secondary education,Portuguese,Technical-professional course,,Armed Forces Professions,Armed Forces Professions,1,0,1,1,1,0,18,0,7.6,2.6,0.32,Dropout
facto union,,1,9,daytime,Secondary education,Portuguese,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,0,0,0,1,1,0,26,0,11.1,0.6,2.02,Enrolled
single,,1,17,evening,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,0,1,0,36,0,12.7,3.7,-1.7,Dropout
single,,1,2,daytime,Secondary education,Portuguese,,Higher Education - Bachelor's Degree,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,1,1,1,1,20,0,12.4,0.5,1.79,Graduate
married,,1,9,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,0,0,0,1,1,0,30,0,15.5,2.8,-4.06,Dropout
single,,1,4,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",,0,0,0,1,1,0,24,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,,"Legislative Power and Executive Bodies, Directors, Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",0,0,0,1,1,0,26,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,,,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,0,0,0,0,1,0,19,0,13.9,-0.3,0.79,Dropout
facto union,,1,10,daytime,Secondary education,Portuguese,,,Armed Forces Professions,,0,0,0,1,1,0,34,0,12.4,0.5,1.79,Graduate
single,,1,8,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,1,0,0,1,1,0,33,0,9.4,-0.8,-3.12,Enrolled
single,,6,9,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,"Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
single,,5,7,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,1,0,1,0,26,0,8.9,1.4,3.51,Dropout
single,,1,14,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,0,0,0,1,1,0,29,0,16.2,0.3,-0.92,Dropout
single,,5,7,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,1,1,19,0,8.9,1.4,3.51,Dropout
single,,1,2,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Armed Forces Professions,1,0,0,1,1,0,18,0,12.7,3.7,-1.7,Dropout
single,,1,17,evening,Other - 11th year of schooling,Portuguese,,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,0,1,0,29,0,11.1,0.6,2.02,Dropout
single,,1,11,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Graduate
single,,1,11,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",,0,0,0,1,1,0,19,0,10.8,1.4,1.74,Enrolled
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",,0,0,0,1,1,0,20,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,1,6,daytime,Secondary education,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,1,0,18,0,7.6,2.6,0.32,Dropout
single,,3,5,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,1,0,18,0,15.5,2.8,-4.06,Enrolled
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,,,,0,0,1,1,1,1,21,0,10.8,1.4,1.74,Enrolled
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,1,0,0,1,1,0,20,0,8.9,1.4,3.51,Dropout
single,,1,7,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,1,1,1,30,0,12.7,3.7,-1.7,Dropout
single,,2,14,daytime,Secondary education,Portuguese,Technical-professional course,,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,1,0,0,1,1,0,19,0,13.9,-0.3,0.79,Graduate
single,1st phase - special contingent (Madeira Island),1,9,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Armed Forces Professions,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,1,0,30,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,1,1,22,0,12.7,3.7,-1.7,Graduate
single,,3,2,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",,1,0,0,1,1,0,22,0,12.4,0.5,1.79,Graduate
single,,4,5,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,,1,0,1,0,1,0,19,0,11.1,0.6,2.02,Dropout
single,,2,14,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Administrative staff,1,0,0,1,1,0,21,0,7.6,2.6,0.32,Dropout
single,,4,6,daytime,Secondary education,Portuguese,,,,,0,0,0,1,1,0,21,0,7.6,2.6,0.32,Graduate
single,International student (bachelor),1,2,daytime,10th year of schooling,Portuguese,,,Armed Forces Professions,Armed Forces Professions,1,0,1,1,1,1,21,0,15.5,2.8,-4.06,Dropout
single,,1,9,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,0,0,0,1,1,0,27,0,15.5,2.8,-4.06,Dropout
single,,1,1,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,1,0,0,1,1,0,32,0,13.9,-0.3,0.79,Dropout
single,,1,14,daytime,12th year of schooling - not completed,Portuguese,Technical-professional course,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Administrative staff,0,0,1,0,1,0,40,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,2,9,daytime,Secondary education,Portuguese,Technical-professional course,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Administrative staff,1,0,0,1,1,0,20,0,7.6,2.6,0.32,Enrolled
single,International student (bachelor),1,8,daytime,10th year of schooling,Portuguese,Higher Education - Master's,Higher Education - Master's,Intermediate Level Technicians and Professions,,1,0,0,1,1,0,20,0,12.7,3.7,-1.7,Dropout
single,1st phase - general contingent,3,2,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,1,0,18,0,7.6,2.6,0.32,Graduate
